time (s),A0 (V),A1 (V),B0 (V),B1 (V),O0 (V),O1 (V),O2 (V),O3 (V),V01 (V),V2 (V),V3 (V)
101.8E-9,1.200,0.000,1.200,0.000,1.200,-7.806E-6,496.9E-9,186.1E-9,1.200,1.200,1.200
102.2E-9,1.200,0.000,1.200,0.000,1.200,6.160E-6,476.2E-9,173.2E-9,1.200,1.200,1.200
102.7E-9,1.200,0.000,1.200,0.000,1.200,-4.621E-6,468.6E-9,167.3E-9,1.200,1.200,1.200
103.7E-9,1.200,0.000,1.200,0.000,1.200,5.357E-6,450.0E-9,154.9E-9,1.200,1.200,1.200
104.9E-9,1.200,0.000,1.200,0.000,1.200,-4.344E-6,447.3E-9,152.8E-9,1.200,1.200,1.200
106.6E-9,1.200,0.000,1.200,0.000,1.200,5.179E-6,435.8E-9,145.0E-9,1.200,1.200,1.200
108.4E-9,1.200,0.000,1.200,0.000,1.200,-4.248E-6,437.6E-9,146.1E-9,1.200,1.200,1.200
110.2E-9,1.200,0.000,1.200,0.000,1.200,5.085E-6,430.1E-9,141.0E-9,1.200,1.200,1.200
110.2E-9,1.125,0.000,1.200,0.000,1.200,-251.9E-9,-1.462E-6,-1.292E-6,1.200,1.200,1.200
110.2E-9,1.006,0.000,1.200,0.000,1.200,-4.004E-6,-4.027E-6,-3.474E-6,1.200,1.200,1.200
110.2E-9,946.2E-3,0.000,1.200,0.000,1.200,-5.006E-6,-5.224E-6,-4.562E-6,1.200,1.200,1.200
110.3E-9,827.0E-3,0.000,1.200,0.000,1.200,-7.663E-6,-7.307E-6,-6.423E-6,1.200,1.200,1.200
110.3E-9,736.4E-3,0.000,1.200,0.000,1.200,-8.807E-6,-8.408E-6,-7.412E-6,1.200,1.200,1.200
110.3E-9,605.0E-3,0.000,1.200,0.000,1.200,-9.074E-6,-8.405E-6,-7.431E-6,1.200,1.200,1.200
110.3E-9,541.8E-3,0.000,1.200,0.000,1.200,-8.108E-6,-7.560E-6,-6.716E-6,1.200,1.200,1.200
110.3E-9,472.1E-3,0.000,1.200,0.000,1.200,-6.371E-6,-5.972E-6,-5.415E-6,1.200,1.200,1.200
110.3E-9,418.0E-3,0.000,1.200,0.000,1.200,-4.312E-6,-4.226E-6,-4.019E-6,1.200,1.200,1.200
110.3E-9,374.5E-3,0.000,1.200,0.000,1.200,-2.067E-6,-2.258E-6,-2.429E-6,1.200,1.200,1.200
110.3E-9,350.8E-3,0.000,1.200,0.000,1.200,-260.9E-9,-651.5E-9,-1.103E-6,1.200,1.200,1.200
110.3E-9,328.5E-3,0.000,1.200,0.000,1.200,2.059E-6,1.484E-6,724.7E-9,1.200,1.200,1.200
110.3E-9,305.9E-3,0.000,1.200,0.000,1.200,5.055E-6,4.279E-6,3.207E-6,1.200,1.200,1.200
110.4E-9,284.4E-3,0.000,1.200,0.000,1.200,8.360E-6,7.392E-6,6.057E-6,1.200,1.200,1.200
110.4E-9,258.9E-3,0.000,1.200,0.000,1.200,12.46E-6,11.27E-6,9.703E-6,1.200,1.200,1.200
110.4E-9,234.5E-3,0.000,1.200,0.000,1.200,16.29E-6,14.89E-6,13.16E-6,1.200,1.200,1.200
110.4E-9,212.8E-3,0.000,1.200,0.000,1.200,19.62E-6,18.04E-6,16.13E-6,1.200,1.200,1.200
110.4E-9,196.3E-3,0.000,1.200,0.000,1.200,22.09E-6,20.35E-6,18.27E-6,1.200,1.200,1.200
110.4E-9,184.2E-3,0.000,1.200,0.000,1.200,23.83E-6,21.96E-6,19.75E-6,1.200,1.200,1.200
110.4E-9,176.0E-3,0.000,1.200,0.000,1.200,25.00E-6,23.04E-6,20.71E-6,1.200,1.200,1.200
110.4E-9,166.7E-3,0.000,1.200,0.000,1.200,26.33E-6,24.25E-6,21.77E-6,1.200,1.200,1.200
110.4E-9,159.2E-3,0.000,1.200,0.000,1.200,27.40E-6,25.22E-6,22.60E-6,1.200,1.200,1.200
110.4E-9,148.8E-3,0.000,1.200,0.000,1.200,28.86E-6,26.51E-6,23.70E-6,1.200,1.200,1.200
110.4E-9,134.0E-3,0.000,1.200,0.000,1.200,30.83E-6,28.24E-6,25.15E-6,1.200,1.200,1.200
110.4E-9,123.1E-3,0.000,1.200,0.000,1.200,32.26E-6,29.48E-6,26.16E-6,1.200,1.200,1.200
110.4E-9,110.7E-3,0.000,1.200,0.000,1.200,33.88E-6,30.87E-6,27.29E-6,1.200,1.200,1.200
110.4E-9,95.36E-3,0.000,1.200,0.000,1.200,35.90E-6,32.60E-6,28.70E-6,1.200,1.200,1.200
110.4E-9,75.42E-3,0.000,1.200,0.000,1.200,38.57E-6,34.92E-6,30.62E-6,1.200,1.200,1.200
110.4E-9,57.15E-3,0.000,1.200,0.000,1.200,41.11E-6,37.16E-6,32.50E-6,1.200,1.200,1.200
110.4E-9,34.95E-3,0.000,1.200,0.000,1.200,44.15E-6,39.89E-6,34.87E-6,1.200,1.200,1.200
110.4E-9,16.19E-3,0.000,1.200,0.000,1.200,46.42E-6,41.96E-6,36.80E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,48.23E-6,43.65E-6,38.44E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,49.66E-6,45.02E-6,39.68E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,51.49E-6,46.80E-6,41.38E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,53.08E-6,48.39E-6,42.98E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,55.11E-6,50.46E-6,45.09E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,57.19E-6,52.60E-6,47.19E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,59.96E-6,55.39E-6,49.96E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,62.04E-6,57.45E-6,52.12E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,64.28E-6,59.61E-6,54.55E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,67.08E-6,62.22E-6,57.73E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,69.05E-6,63.99E-6,60.02E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,71.39E-6,66.02E-6,62.64E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,74.07E-6,68.24E-6,65.26E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,76.41E-6,70.14E-6,67.16E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,79.00E-6,72.19E-6,68.93E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,81.71E-6,74.28E-6,70.53E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,84.50E-6,76.38E-6,71.98E-6,1.200,1.200,1.200
110.4E-9,0.000,0.000,1.200,0.000,1.200,87.71E-6,78.69E-6,73.47E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.200,91.15E-6,81.02E-6,74.88E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.200,94.36E-6,82.99E-6,76.00E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.200,96.74E-6,84.11E-6,76.64E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.200,98.31E-6,84.43E-6,76.87E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.200,99.33E-6,84.39E-6,76.93E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.201,100.6E-6,84.52E-6,77.11E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.201,102.2E-6,85.11E-6,77.51E-6,1.200,1.200,1.200
110.5E-9,0.000,0.000,1.200,0.000,1.202,104.5E-6,86.34E-6,78.21E-6,1.200,1.200,1.200
