time (s),OP0 (V),OP1 (V),OP2 (V),B0 (V),B1 (V),ena (V),V01 (V),V2 (V),V3 (V)
100.2E-9,1.200,1.028,1.200,0.000,1.200,1.200,1.200,44.33E-6,47.15E-6
100.2E-9,1.200,995.6E-3,1.200,0.000,1.200,1.200,1.200,45.82E-6,48.56E-6
100.2E-9,1.200,972.7E-3,1.200,0.000,1.200,1.200,1.200,46.60E-6,49.28E-6
100.2E-9,1.200,951.6E-3,1.200,0.000,1.200,1.200,1.200,47.05E-6,49.68E-6
100.2E-9,1.200,929.9E-3,1.200,0.000,1.200,1.200,1.200,47.26E-6,49.85E-6
100.2E-9,1.200,907.7E-3,1.200,0.000,1.200,1.200,1.200,47.29E-6,49.84E-6
100.3E-9,1.200,884.6E-3,1.200,0.000,1.200,1.200,1.200,47.29E-6,49.81E-6
100.3E-9,1.200,864.9E-3,1.200,0.000,1.200,1.200,1.200,47.40E-6,49.89E-6
100.3E-9,1.200,849.0E-3,1.200,0.000,1.200,1.200,1.200,47.60E-6,50.09E-6
100.3E-9,1.200,827.4E-3,1.200,0.000,1.200,1.200,1.200,48.03E-6,50.52E-6
100.3E-9,1.200,808.3E-3,1.200,0.000,1.200,1.200,1.200,48.59E-6,51.11E-6
100.3E-9,1.200,791.9E-3,1.200,0.000,1.200,1.200,1.200,49.20E-6,51.76E-6
100.3E-9,1.200,776.3E-3,1.200,0.000,1.200,1.200,1.200,49.86E-6,52.46E-6
100.3E-9,1.200,756.3E-3,1.200,0.000,1.200,1.200,1.200,50.69E-6,53.35E-6
100.3E-9,1.200,739.5E-3,1.200,0.000,1.200,1.200,1.200,51.35E-6,54.07E-6
100.3E-9,1.200,713.2E-3,1.200,0.000,1.200,1.200,1.200,52.37E-6,55.19E-6
100.3E-9,1.200,694.2E-3,1.200,0.000,1.200,1.200,1.200,53.11E-6,56.01E-6
100.3E-9,1.200,673.6E-3,1.200,0.000,1.200,1.200,1.200,53.93E-6,56.91E-6
100.3E-9,1.200,650.7E-3,1.200,0.000,1.200,1.200,1.200,54.88E-6,57.96E-6
100.3E-9,1.200,625.6E-3,1.200,0.000,1.200,1.200,1.200,55.99E-6,59.16E-6
100.3E-9,1.200,607.6E-3,1.200,0.000,1.200,1.200,1.200,56.76E-6,60.01E-6
100.3E-9,1.200,590.5E-3,1.200,0.000,1.200,1.200,1.200,57.39E-6,60.70E-6
100.3E-9,1.200,572.4E-3,1.200,0.000,1.200,1.200,1.200,57.91E-6,61.27E-6
100.3E-9,1.200,554.4E-3,1.200,0.000,1.200,1.200,1.200,58.38E-6,61.80E-6
100.3E-9,1.200,537.6E-3,1.200,0.000,1.200,1.200,1.200,58.93E-6,62.41E-6
100.3E-9,1.200,521.9E-3,1.200,0.000,1.200,1.200,1.200,59.64E-6,63.16E-6
100.3E-9,1.200,507.1E-3,1.200,0.000,1.200,1.200,1.200,60.39E-6,63.96E-6
100.3E-9,1.200,491.2E-3,1.200,0.000,1.200,1.200,1.200,61.21E-6,64.84E-6
100.3E-9,1.200,474.5E-3,1.200,0.000,1.200,1.200,1.200,62.03E-6,65.72E-6
100.3E-9,1.200,457.4E-3,1.200,0.000,1.200,1.200,1.200,62.79E-6,66.52E-6
100.3E-9,1.200,440.0E-3,1.200,0.000,1.200,1.200,1.200,63.44E-6,67.22E-6
100.3E-9,1.200,419.8E-3,1.200,0.000,1.200,1.200,1.200,63.99E-6,67.81E-6
100.3E-9,1.200,392.1E-3,1.200,0.000,1.200,1.200,1.200,64.23E-6,68.07E-6
100.3E-9,1.200,368.4E-3,1.200,0.000,1.200,1.200,1.200,63.97E-6,67.82E-6
100.3E-9,1.200,344.2E-3,1.200,0.000,1.200,1.200,1.200,63.47E-6,67.29E-6
100.3E-9,1.200,318.9E-3,1.200,0.000,1.200,1.200,1.200,62.89E-6,66.67E-6
100.4E-9,1.200,293.7E-3,1.200,0.000,1.200,1.200,1.200,62.36E-6,66.09E-6
100.4E-9,1.200,268.0E-3,1.200,0.000,1.200,1.200,1.200,61.86E-6,65.53E-6
100.4E-9,1.200,241.5E-3,1.200,0.000,1.200,1.200,1.200,61.33E-6,64.93E-6
100.4E-9,1.200,209.4E-3,1.200,0.000,1.200,1.200,1.200,60.67E-6,64.17E-6
100.4E-9,1.200,179.4E-3,1.200,0.000,1.200,1.200,1.200,60.14E-6,63.57E-6
100.4E-9,1.200,146.4E-3,1.200,0.000,1.200,1.200,1.200,60.03E-6,63.42E-6
100.4E-9,1.200,117.5E-3,1.200,0.000,1.200,1.200,1.200,60.50E-6,63.92E-6
100.4E-9,1.200,94.78E-3,1.200,0.000,1.200,1.200,1.200,61.26E-6,64.76E-6
100.4E-9,1.200,68.09E-3,1.200,0.000,1.200,1.200,1.200,62.49E-6,66.11E-6
100.4E-9,1.200,57.01E-3,1.200,0.000,1.200,1.200,1.200,63.10E-6,66.78E-6
100.4E-9,1.200,48.79E-3,1.200,0.000,1.200,1.200,1.200,63.58E-6,67.32E-6
100.4E-9,1.200,40.65E-3,1.200,0.000,1.200,1.200,1.200,64.09E-6,67.88E-6
100.4E-9,1.200,32.10E-3,1.200,0.000,1.200,1.200,1.200,64.65E-6,68.50E-6
100.4E-9,1.200,23.92E-3,1.200,0.000,1.200,1.200,1.200,65.20E-6,69.11E-6
100.4E-9,1.200,17.11E-3,1.200,0.000,1.200,1.200,1.200,65.67E-6,69.63E-6
100.4E-9,1.200,11.78E-3,1.200,0.000,1.200,1.200,1.200,66.04E-6,70.04E-6
100.4E-9,1.200,5.805E-3,1.200,0.000,1.200,1.200,1.200,66.46E-6,70.50E-6
100.4E-9,1.200,2.903E-3,1.200,0.000,1.200,1.200,1.200,66.66E-6,70.73E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,66.87E-6,70.96E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,67.26E-6,71.38E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,67.74E-6,71.92E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,68.16E-6,72.38E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,69.00E-6,73.32E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,69.81E-6,74.22E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,70.97E-6,75.51E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,72.44E-6,77.15E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,74.20E-6,79.12E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,76.24E-6,81.39E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,78.56E-6,83.99E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.20E-6,85.83E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.42E-6,87.21E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.43E-6,88.35E-6
100.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,83.12E-6,89.14E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,83.45E-6,89.53E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,83.12E-6,89.19E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.77E-6,88.82E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.42E-6,88.44E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.06E-6,88.04E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.91E-6,87.86E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.79E-6,87.70E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.73E-6,87.61E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.68E-6,87.51E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.67E-6,87.43E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.64E-6,87.33E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.58E-6,87.17E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.46E-6,86.90E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.24E-6,86.51E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.88E-6,85.96E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.40E-6,85.25E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.07E-6,84.76E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.81E-6,84.38E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.52E-6,83.98E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.12E-6,83.46E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,78.82E-6,83.07E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,78.65E-6,82.82E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,78.67E-6,82.77E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,78.86E-6,82.91E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.26E-6,83.25E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.80E-6,83.75E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.43E-6,84.35E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.98E-6,84.87E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.39E-6,85.26E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.71E-6,85.56E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.00E-6,85.82E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.11E-6,85.92E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.15E-6,85.94E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,82.09E-6,85.85E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.94E-6,85.69E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.65E-6,85.37E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,81.24E-6,84.93E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,80.61E-6,84.25E-6
100.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.69E-6,83.28E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,78.32E-6,81.83E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,77.07E-6,80.51E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,75.72E-6,79.09E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,74.40E-6,77.70E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,72.79E-6,76.01E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,71.07E-6,74.19E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,69.42E-6,72.46E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,67.47E-6,70.40E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,65.25E-6,68.06E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,62.51E-6,65.18E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,60.30E-6,62.86E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,58.63E-6,61.10E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,56.89E-6,59.28E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,54.37E-6,56.64E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,52.56E-6,54.74E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,51.06E-6,53.18E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,49.99E-6,52.06E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,48.88E-6,50.91E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,47.77E-6,49.75E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,46.56E-6,48.48E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,45.02E-6,46.87E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,43.42E-6,45.21E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,41.20E-6,42.89E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,38.88E-6,40.48E-6
100.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,35.38E-6,36.84E-6
100.7E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,31.80E-6,33.10E-6
100.7E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,26.84E-6,27.94E-6
100.7E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,21.67E-6,22.56E-6
100.7E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,16.00E-6,16.66E-6
100.8E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,10.53E-6,10.96E-6
100.8E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,5.932E-6,6.172E-6
100.9E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,2.661E-6,2.767E-6
101.0E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,897.5E-9,931.6E-9
101.2E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,251.6E-9,259.8E-9
101.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,125.7E-9,128.8E-9
101.7E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,106.1E-9,108.4E-9
102.1E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,91.47E-9,93.15E-9
102.7E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,79.60E-9,80.83E-9
103.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,72.84E-9,73.79E-9
104.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,66.10E-9,66.82E-9
104.9E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,65.98E-9,66.68E-9
105.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,62.82E-9,63.42E-9
105.9E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,63.35E-9,63.96E-9
106.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,61.08E-9,61.62E-9
106.8E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,61.89E-9,62.44E-9
107.2E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,60.06E-9,60.57E-9
107.4E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,61.00E-9,61.52E-9
107.8E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,59.40E-9,59.88E-9
107.9E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,60.42E-9,60.91E-9
108.2E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,58.95E-9,59.42E-9
108.3E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,60.01E-9,60.49E-9
108.5E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,58.63E-9,59.09E-9
108.6E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,59.72E-9,60.19E-9
108.8E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,58.41E-9,58.85E-9
109.0E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,59.34E-9,59.80E-9
109.3E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,57.94E-9,58.37E-9
109.8E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,58.75E-9,59.19E-9
110.2E-9,1.200,0.000,1.200,0.000,1.200,1.200,1.200,57.30E-9,57.71E-9
110.2E-9,1.088,0.000,1.200,0.000,1.200,1.200,1.200,-1.426E-6,-1.533E-6
110.2E-9,1.049,0.000,1.200,0.000,1.200,1.200,1.200,-1.940E-6,-2.086E-6
110.2E-9,970.8E-3,0.000,1.200,0.000,1.200,1.200,1.200,-2.925E-6,-3.146E-6
110.3E-9,814.2E-3,0.000,1.200,0.000,1.200,1.200,1.200,-4.538E-6,-4.883E-6
110.3E-9,631.9E-3,0.000,1.200,0.000,1.200,1.200,1.200,-5.500E-6,-5.921E-6
110.3E-9,575.8E-3,0.000,1.200,0.000,1.200,1.200,1.200,-5.497E-6,-5.920E-6
110.3E-9,463.8E-3,0.000,1.200,0.000,1.200,1.200,1.200,-4.844E-6,-5.231E-6
110.3E-9,370.7E-3,0.000,1.200,0.000,1.200,1.200,1.200,-3.679E-6,-4.001E-6
110.4E-9,269.7E-3,0.000,1.200,0.000,1.200,1.200,1.200,-1.939E-6,-2.168E-6
110.4E-9,152.6E-3,0.000,1.200,0.000,1.200,1.200,1.200,742.9E-9,668.8E-9
110.4E-9,131.1E-3,0.000,1.200,0.000,1.200,1.200,1.200,1.416E-6,1.386E-6
110.4E-9,88.11E-3,0.000,1.200,0.000,1.200,1.200,1.200,3.726E-6,3.868E-6
110.4E-9,53.45E-3,0.000,1.200,0.000,1.200,1.200,1.200,6.842E-6,7.234E-6
110.4E-9,22.07E-3,0.000,1.200,0.000,1.200,1.200,1.200,10.61E-6,11.31E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,13.55E-6,14.51E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,14.74E-6,15.79E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,17.10E-6,18.35E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,18.92E-6,20.32E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,21.54E-6,23.14E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,23.80E-6,25.59E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,27.30E-6,29.37E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,29.95E-6,32.22E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,33.54E-6,36.10E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,37.41E-6,40.28E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,41.07E-6,44.23E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,43.94E-6,47.34E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,46.22E-6,49.81E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,48.32E-6,52.07E-6
110.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,49.97E-6,53.85E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,51.52E-6,55.51E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,52.21E-6,56.24E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,52.74E-6,56.79E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.26E-6,57.31E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.72E-6,57.76E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.03E-6,58.06E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.22E-6,58.21E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.32E-6,58.29E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.42E-6,58.37E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.52E-6,58.45E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.64E-6,58.53E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.70E-6,58.56E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.70E-6,58.53E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.64E-6,58.43E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.50E-6,58.25E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.32E-6,58.02E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.14E-6,57.79E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.05E-6,57.66E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.01E-6,57.58E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.96E-6,57.48E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.84E-6,57.32E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.63E-6,57.06E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.34E-6,56.73E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,53.01E-6,56.35E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,52.69E-6,55.99E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,52.39E-6,55.65E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,52.11E-6,55.33E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,51.80E-6,54.98E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,51.40E-6,54.54E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,50.94E-6,54.03E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,50.45E-6,53.50E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,49.94E-6,52.94E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,49.43E-6,52.38E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,48.92E-6,51.83E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,48.52E-6,51.39E-6
110.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,48.08E-6,50.90E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,47.71E-6,50.49E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,47.38E-6,50.12E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,47.10E-6,49.80E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,46.87E-6,49.53E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,46.53E-6,49.15E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,45.91E-6,48.49E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,45.22E-6,47.74E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,44.09E-6,46.54E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,43.16E-6,45.55E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,42.10E-6,44.41E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,40.94E-6,43.19E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,39.72E-6,41.89E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,38.81E-6,40.91E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,37.86E-6,39.91E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,37.09E-6,39.09E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,36.17E-6,38.11E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,35.41E-6,37.30E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,34.63E-6,36.47E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,33.91E-6,35.71E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,32.94E-6,34.69E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,32.08E-6,33.78E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,31.13E-6,32.78E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,29.99E-6,31.57E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,28.66E-6,30.17E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,26.92E-6,28.34E-6
110.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,24.90E-6,26.21E-6
110.7E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,22.02E-6,23.18E-6
110.7E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,18.95E-6,19.94E-6
110.7E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,15.46E-6,16.27E-6
110.7E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,11.55E-6,12.15E-6
110.8E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,6.935E-6,7.294E-6
110.9E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,3.100E-6,3.258E-6
111.0E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,873.9E-9,915.2E-9
111.1E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,200.1E-9,206.9E-9
111.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,89.83E-9,91.34E-9
111.7E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,81.57E-9,82.84E-9
112.1E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,72.82E-9,73.77E-9
112.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,67.36E-9,68.12E-9
113.5E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,63.25E-9,63.87E-9
114.6E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,60.35E-9,60.86E-9
116.2E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,58.18E-9,58.62E-9
118.4E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,56.51E-9,56.88E-9
120.0E-9,0.000,0.000,1.200,0.000,1.200,1.200,1.200,55.77E-9,56.13E-9
120.0E-9,75.00E-3,75.00E-3,1.200,0.000,1.200,1.200,1.200,786.8E-9,825.5E-9
120.0E-9,195.1E-3,195.1E-3,1.200,0.000,1.200,1.200,1.200,1.753E-6,1.847E-6
120.0E-9,255.1E-3,255.1E-3,1.200,0.000,1.200,1.200,1.200,2.160E-6,2.277E-6
120.1E-9,375.2E-3,375.2E-3,1.200,0.000,1.200,1.200,1.200,2.963E-6,3.129E-6
120.1E-9,447.9E-3,447.9E-3,1.200,0.000,1.200,1.200,1.200,3.608E-6,3.816E-6
