time (s),leafValue( VT("/A0") "Design_Point" 1 ) (V),leafValue( VT("/A1") "Design_Point" 1 ) (V),leafValue( VT("/B0") "Design_Point" 1 ) (V),leafValue( VT("/B1") "Design_Point" 1 ) (V),leafValue( VT("/O0") "Design_Point" 1 ) (V),leafValue( VT("/O1") "Design_Point" 1 ) (V),leafValue( VT("/O2") "Design_Point" 1 ) (V),leafValue( VT("/O3") "Design_Point" 1 ) (V),leafValue( VT("/V01") "Design_Point" 1 ) (V),leafValue( VT("/V2") "Design_Point" 1 ) (V),leafValue( VT("/V3") "Design_Point" 1 ) (V)
0.000,0.000,0.000,0.000,0.000,422.2E-9,421.7E-9,420.0E-9,133.9E-9,1.200,1.200,51.28E-9
11.27E-12,67.62E-3,67.62E-3,67.62E-3,67.62E-3,5.102E-6,4.974E-6,4.444E-6,2.771E-6,1.200,1.200,2.202E-6
22.11E-12,132.7E-3,132.7E-3,132.7E-3,132.7E-3,8.466E-6,8.152E-6,7.075E-6,4.697E-6,1.200,1.200,3.824E-6
35.75E-12,214.5E-3,214.5E-3,214.5E-3,214.5E-3,12.38E-6,11.85E-6,10.09E-6,6.935E-6,1.200,1.200,5.689E-6
49.17E-12,295.0E-3,295.0E-3,295.0E-3,295.0E-3,15.58E-6,14.88E-6,12.54E-6,8.809E-6,1.200,1.200,7.252E-6
63.00E-12,378.0E-3,378.0E-3,378.0E-3,378.0E-3,18.52E-6,17.67E-6,14.84E-6,10.63E-6,1.200,1.200,8.737E-6
74.68E-12,448.1E-3,448.1E-3,448.1E-3,448.1E-3,21.27E-6,20.30E-6,17.09E-6,12.47E-6,1.200,1.200,10.13E-6
83.85E-12,503.1E-3,503.1E-3,503.1E-3,503.1E-3,24.01E-6,22.96E-6,19.47E-6,14.52E-6,1.200,1.200,11.57E-6
93.77E-12,562.6E-3,562.6E-3,562.6E-3,562.6E-3,28.54E-6,27.39E-6,23.59E-6,18.22E-6,1.200,1.200,14.01E-6
101.5E-12,608.8E-3,608.8E-3,608.8E-3,608.8E-3,34.08E-6,32.85E-6,28.78E-6,22.94E-6,1.200,1.200,17.06E-6
109.1E-12,654.4E-3,654.4E-3,654.4E-3,654.4E-3,42.78E-6,41.42E-6,36.97E-6,30.34E-6,1.200,1.200,21.82E-6
114.6E-12,687.9E-3,687.9E-3,687.9E-3,687.9E-3,51.93E-6,50.44E-6,45.56E-6,38.06E-6,1.200,1.200,26.83E-6
118.9E-12,713.6E-3,713.6E-3,713.6E-3,713.6E-3,60.70E-6,59.08E-6,53.76E-6,45.46E-6,1.200,1.200,31.67E-6
124.6E-12,747.7E-3,747.7E-3,747.7E-3,747.7E-3,74.73E-6,72.89E-6,66.84E-6,57.38E-6,1.200,1.200,39.43E-6
128.8E-12,772.5E-3,772.5E-3,772.5E-3,772.5E-3,86.68E-6,84.66E-6,77.99E-6,67.58E-6,1.200,1.200,46.05E-6
134.4E-12,806.2E-3,806.2E-3,806.2E-3,806.2E-3,105.2E-6,102.9E-6,95.22E-6,83.41E-6,1.200,1.200,56.29E-6
138.5E-12,831.0E-3,831.0E-3,831.0E-3,831.0E-3,120.2E-6,117.7E-6,109.2E-6,96.36E-6,1.200,1.200,64.66E-6
142.5E-12,854.9E-3,854.9E-3,854.9E-3,854.9E-3,135.6E-6,132.7E-6,123.4E-6,109.6E-6,1.200,1.200,73.23E-6
145.8E-12,874.7E-3,874.7E-3,874.7E-3,874.7E-3,148.4E-6,145.4E-6,135.4E-6,120.8E-6,1.200,1.200,80.49E-6
150.2E-12,901.0E-3,901.0E-3,901.0E-3,901.0E-3,165.5E-6,162.1E-6,151.1E-6,135.8E-6,1.200,1.200,90.17E-6
154.1E-12,924.6E-3,924.6E-3,924.6E-3,924.6E-3,180.4E-6,176.8E-6,164.9E-6,149.0E-6,1.200,1.200,98.68E-6
158.0E-12,948.3E-3,948.3E-3,948.3E-3,948.3E-3,194.7E-6,190.8E-6,178.0E-6,161.6E-6,1.200,1.200,106.9E-6
161.8E-12,971.0E-3,971.0E-3,971.0E-3,971.0E-3,207.9E-6,203.7E-6,190.1E-6,173.1E-6,1.200,1.200,114.3E-6
165.4E-12,992.7E-3,992.7E-3,992.7E-3,992.7E-3,220.0E-6,215.6E-6,201.2E-6,183.6E-6,1.200,1.200,120.9E-6
169.3E-12,1.016,1.016,1.016,1.016,232.8E-6,228.2E-6,212.7E-6,194.5E-6,1.200,1.200,127.5E-6
171.9E-12,1.031,1.031,1.031,1.031,241.3E-6,236.5E-6,220.4E-6,201.7E-6,1.200,1.200,131.6E-6
174.6E-12,1.048,1.048,1.048,1.048,250.7E-6,245.7E-6,228.9E-6,209.5E-6,1.200,1.200,136.0E-6
176.8E-12,1.061,1.061,1.061,1.061,257.9E-6,252.8E-6,235.5E-6,215.7E-6,1.200,1.200,139.5E-6
179.2E-12,1.075,1.075,1.075,1.075,265.2E-6,259.9E-6,242.0E-6,221.9E-6,1.200,1.200,142.9E-6
181.5E-12,1.089,1.089,1.089,1.089,271.2E-6,265.8E-6,247.4E-6,227.0E-6,1.200,1.200,145.8E-6
183.8E-12,1.103,1.103,1.103,1.103,276.9E-6,271.4E-6,252.5E-6,231.8E-6,1.200,1.200,148.5E-6
186.0E-12,1.116,1.116,1.116,1.116,281.3E-6,275.6E-6,256.3E-6,235.5E-6,1.200,1.200,150.5E-6
188.0E-12,1.128,1.128,1.128,1.128,284.8E-6,279.1E-6,259.4E-6,238.3E-6,1.200,1.200,152.0E-6
190.1E-12,1.141,1.141,1.141,1.141,288.0E-6,282.1E-6,262.0E-6,240.7E-6,1.200,1.200,153.4E-6
192.0E-12,1.152,1.152,1.152,1.152,290.3E-6,284.3E-6,264.0E-6,242.5E-6,1.200,1.200,154.3E-6
194.0E-12,1.164,1.164,1.164,1.164,292.4E-6,286.3E-6,265.7E-6,243.9E-6,1.200,1.200,155.1E-6
196.2E-12,1.177,1.177,1.177,1.177,294.5E-6,288.3E-6,267.4E-6,245.2E-6,1.200,1.200,155.9E-6
198.5E-12,1.191,1.191,1.191,1.191,296.6E-6,290.4E-6,269.1E-6,246.5E-6,1.200,1.200,156.6E-6
200.0E-12,1.200,1.200,1.200,1.200,298.0E-6,291.8E-6,270.3E-6,247.3E-6,1.200,1.200,157.0E-6
200.9E-12,1.200,1.200,1.200,1.200,297.9E-6,291.6E-6,270.0E-6,247.3E-6,1.200,1.200,156.9E-6
202.6E-12,1.200,1.200,1.200,1.200,298.3E-6,291.9E-6,270.2E-6,247.5E-6,1.200,1.200,156.9E-6
204.3E-12,1.200,1.200,1.200,1.200,299.1E-6,292.7E-6,270.9E-6,248.0E-6,1.200,1.200,157.0E-6
206.1E-12,1.200,1.200,1.200,1.200,299.6E-6,293.3E-6,271.4E-6,248.4E-6,1.200,1.200,156.9E-6
208.0E-12,1.200,1.200,1.200,1.200,300.2E-6,293.8E-6,272.0E-6,248.9E-6,1.200,1.200,156.9E-6
210.0E-12,1.200,1.200,1.200,1.200,300.5E-6,294.1E-6,272.3E-6,249.2E-6,1.200,1.200,156.6E-6
212.1E-12,1.200,1.200,1.200,1.200,300.5E-6,294.2E-6,272.5E-6,249.5E-6,1.200,1.200,156.3E-6
214.4E-12,1.200,1.200,1.200,1.200,300.1E-6,293.9E-6,272.5E-6,249.7E-6,1.200,1.200,155.8E-6
216.8E-12,1.200,1.200,1.200,1.200,299.2E-6,293.0E-6,271.9E-6,249.5E-6,1.200,1.200,155.0E-6
219.6E-12,1.200,1.200,1.200,1.200,297.3E-6,291.2E-6,270.5E-6,248.7E-6,1.200,1.200,153.7E-6
221.9E-12,1.200,1.200,1.200,1.200,295.4E-6,289.4E-6,269.1E-6,247.6E-6,1.200,1.200,152.5E-6
224.4E-12,1.200,1.200,1.200,1.200,292.7E-6,286.8E-6,266.8E-6,245.9E-6,1.200,1.200,150.9E-6
227.5E-12,1.200,1.200,1.200,1.200,288.8E-6,283.0E-6,263.5E-6,243.2E-6,1.200,1.200,148.7E-6
230.5E-12,1.200,1.200,1.200,1.200,284.4E-6,278.7E-6,259.7E-6,240.0E-6,1.200,1.200,146.2E-6
233.3E-12,1.200,1.200,1.200,1.200,280.1E-6,274.5E-6,255.9E-6,236.7E-6,1.200,1.200,143.8E-6
236.6E-12,1.200,1.200,1.200,1.200,274.6E-6,269.2E-6,251.0E-6,232.3E-6,1.200,1.200,140.8E-6
240.3E-12,1.200,1.200,1.200,1.200,268.1E-6,262.8E-6,245.1E-6,226.9E-6,1.200,1.200,137.3E-6
244.4E-12,1.200,1.200,1.200,1.200,260.7E-6,255.6E-6,238.3E-6,220.6E-6,1.200,1.200,133.2E-6
248.7E-12,1.200,1.200,1.200,1.200,252.6E-6,247.7E-6,230.9E-6,213.6E-6,1.200,1.200,128.9E-6
251.3E-12,1.200,1.200,1.200,1.200,248.0E-6,243.2E-6,226.8E-6,209.7E-6,1.200,1.200,126.4E-6
254.2E-12,1.200,1.200,1.200,1.200,243.0E-6,238.3E-6,222.2E-6,205.4E-6,1.200,1.200,123.7E-6
256.5E-12,1.200,1.200,1.200,1.200,239.2E-6,234.6E-6,218.8E-6,202.1E-6,1.200,1.200,121.5E-6
258.8E-12,1.200,1.200,1.200,1.200,236.0E-6,231.4E-6,215.9E-6,199.3E-6,1.200,1.200,119.7E-6
260.5E-12,1.200,1.200,1.200,1.200,233.5E-6,229.0E-6,213.8E-6,197.2E-6,1.200,1.200,118.3E-6
263.7E-12,1.200,1.200,1.200,1.200,229.2E-6,224.8E-6,210.0E-6,193.7E-6,1.200,1.200,115.9E-6
266.2E-12,1.200,1.200,1.200,1.200,225.9E-6,221.6E-6,207.1E-6,191.0E-6,1.200,1.200,114.1E-6
269.8E-12,1.200,1.200,1.200,1.200,221.2E-6,217.0E-6,203.0E-6,187.3E-6,1.200,1.200,111.5E-6
273.1E-12,1.200,1.200,1.200,1.200,216.9E-6,212.8E-6,199.1E-6,183.8E-6,1.200,1.200,109.2E-6
276.3E-12,1.200,1.200,1.200,1.200,212.7E-6,208.7E-6,195.4E-6,180.4E-6,1.200,1.200,107.0E-6
279.9E-12,1.200,1.200,1.200,1.200,208.1E-6,204.2E-6,191.2E-6,176.7E-6,1.200,1.200,104.5E-6
282.9E-12,1.200,1.200,1.200,1.200,204.0E-6,200.2E-6,187.6E-6,173.4E-6,1.200,1.200,102.3E-6
286.4E-12,1.200,1.200,1.200,1.200,199.3E-6,195.6E-6,183.3E-6,169.5E-6,1.200,1.200,99.87E-6
290.6E-12,1.200,1.200,1.200,1.200,193.8E-6,190.2E-6,178.3E-6,164.9E-6,1.200,1.200,96.98E-6
294.3E-12,1.200,1.200,1.200,1.200,188.9E-6,185.4E-6,173.8E-6,160.7E-6,1.200,1.200,94.40E-6
298.1E-12,1.200,1.200,1.200,1.200,183.8E-6,180.4E-6,169.1E-6,156.3E-6,1.200,1.200,91.74E-6
301.5E-12,1.200,1.200,1.200,1.200,179.3E-6,176.0E-6,165.0E-6,152.4E-6,1.200,1.200,89.38E-6
304.5E-12,1.200,1.200,1.200,1.200,175.3E-6,172.1E-6,161.4E-6,149.0E-6,1.200,1.200,87.33E-6
307.3E-12,1.200,1.200,1.200,1.200,171.5E-6,168.4E-6,157.8E-6,145.7E-6,1.200,1.200,85.35E-6
310.3E-12,1.200,1.200,1.200,1.200,167.4E-6,164.3E-6,154.0E-6,142.2E-6,1.200,1.200,83.22E-6
313.5E-12,1.200,1.200,1.200,1.200,163.2E-6,160.2E-6,150.2E-6,138.6E-6,1.200,1.200,81.03E-6
317.2E-12,1.200,1.200,1.200,1.200,158.2E-6,155.2E-6,145.5E-6,134.3E-6,1.200,1.200,78.44E-6
321.4E-12,1.200,1.200,1.200,1.200,152.6E-6,149.8E-6,140.4E-6,129.5E-6,1.200,1.200,75.57E-6
326.8E-12,1.200,1.200,1.200,1.200,145.6E-6,142.9E-6,133.9E-6,123.4E-6,1.200,1.200,71.94E-6
333.2E-12,1.200,1.200,1.200,1.200,137.6E-6,135.0E-6,126.6E-6,116.5E-6,1.200,1.200,67.86E-6
341.8E-12,1.200,1.200,1.200,1.200,127.2E-6,124.9E-6,117.0E-6,107.6E-6,1.200,1.200,62.58E-6
353.0E-12,1.200,1.200,1.200,1.200,114.9E-6,112.7E-6,105.7E-6,96.88E-6,1.200,1.200,56.31E-6
367.3E-12,1.200,1.200,1.200,1.200,100.8E-6,98.91E-6,92.67E-6,84.74E-6,1.200,1.200,49.18E-6
384.5E-12,1.200,1.200,1.200,1.200,85.99E-6,84.36E-6,79.00E-6,71.97E-6,1.200,1.200,41.72E-6
406.3E-12,1.200,1.200,1.200,1.200,70.31E-6,68.95E-6,64.53E-6,58.51E-6,1.200,1.200,33.86E-6
436.4E-12,1.200,1.200,1.200,1.200,53.23E-6,52.19E-6,48.79E-6,43.92E-6,1.200,1.200,25.38E-6
481.2E-12,1.200,1.200,1.200,1.200,35.17E-6,34.46E-6,32.15E-6,28.60E-6,1.200,1.200,16.50E-6
542.3E-12,1.200,1.200,1.200,1.200,20.07E-6,19.64E-6,18.27E-6,15.92E-6,1.200,1.200,9.183E-6
623.7E-12,1.200,1.200,1.200,1.200,9.638E-6,9.416E-6,8.702E-6,7.299E-6,1.200,1.200,4.240E-6
734.2E-12,1.200,1.200,1.200,1.200,3.826E-6,3.725E-6,3.400E-6,2.601E-6,1.200,1.200,1.562E-6
884.4E-12,1.200,1.200,1.200,1.200,1.481E-6,1.434E-6,1.285E-6,790.0E-9,1.200,1.200,525.6E-9
1.093E-9,1.200,1.200,1.200,1.200,876.9E-9,851.3E-9,764.9E-9,373.9E-9,1.200,1.200,268.1E-9
1.379E-9,1.200,1.200,1.200,1.200,726.9E-9,708.6E-9,648.6E-9,295.7E-9,1.200,1.200,200.4E-9
1.779E-9,1.200,1.200,1.200,1.200,642.0E-9,629.7E-9,587.7E-9,251.5E-9,1.200,1.200,157.2E-9
2.328E-9,1.200,1.200,1.200,1.200,567.2E-9,557.9E-9,528.0E-9,210.7E-9,1.200,1.200,122.7E-9
3.086E-9,1.200,1.200,1.200,1.200,532.4E-9,526.4E-9,504.9E-9,193.4E-9,1.200,1.200,104.1E-9
4.118E-9,1.200,1.200,1.200,1.200,491.6E-9,486.6E-9,471.0E-9,170.5E-9,1.200,1.200,85.96E-9
5.540E-9,1.200,1.200,1.200,1.200,480.1E-9,477.0E-9,465.4E-9,165.6E-9,1.200,1.200,78.72E-9
7.502E-9,1.200,1.200,1.200,1.200,454.9E-9,452.0E-9,443.2E-9,150.9E-9,1.200,1.200,68.08E-9
10.20E-9,1.200,1.200,1.200,1.200,454.2E-9,452.6E-9,445.8E-9,151.8E-9,1.200,1.200,66.14E-9
10.21E-9,1.125,1.200,1.200,1.200,-1.767E-6,-1.723E-6,-1.555E-6,-1.388E-6,1.200,1.200,-938.2E-9
10.23E-9,1.006,1.200,1.200,1.200,-4.938E-6,-4.796E-6,-4.335E-6,-3.785E-6,1.200,1.200,-2.495E-6
10.25E-9,889.0E-3,1.200,1.200,1.200,-7.789E-6,-7.570E-6,-6.838E-6,-6.077E-6,1.200,1.200,-3.933E-6
10.27E-9,789.5E-3,1.200,1.200,1.200,-9.778E-6,-9.505E-6,-8.589E-6,-7.664E-6,1.200,1.200,-4.916E-6
10.29E-9,688.2E-3,1.200,1.200,1.200,-10.93E-6,-10.62E-6,-9.577E-6,-8.583E-6,1.200,1.200,-5.515E-6
10.29E-9,656.3E-3,1.200,1.200,1.200,-11.01E-6,-10.70E-6,-9.637E-6,-8.651E-6,1.200,1.200,-5.569E-6
10.30E-9,592.7E-3,1.200,1.200,1.200,-10.57E-6,-10.26E-6,-9.224E-6,-8.323E-6,1.200,1.200,-5.371E-6
10.31E-9,528.1E-3,1.200,1.200,1.200,-9.328E-6,-9.071E-6,-8.164E-6,-7.429E-6,1.200,1.200,-4.759E-6
10.32E-9,474.2E-3,1.200,1.200,1.200,-7.629E-6,-7.439E-6,-6.755E-6,-6.281E-6,1.200,1.200,-3.922E-6
10.33E-9,417.9E-3,1.200,1.200,1.200,-5.144E-6,-5.060E-6,-4.728E-6,-4.648E-6,1.200,1.200,-2.700E-6
10.33E-9,396.3E-3,1.200,1.200,1.200,-3.852E-6,-3.819E-6,-3.656E-6,-3.793E-6,1.200,1.200,-2.083E-6
10.34E-9,378.5E-3,1.200,1.200,1.200,-2.529E-6,-2.543E-6,-2.533E-6,-2.883E-6,1.200,1.200,-1.461E-6
10.34E-9,361.5E-3,1.200,1.200,1.200,-797.3E-9,-859.9E-9,-1.011E-6,-1.637E-6,1.200,1.200,-671.6E-9
10.34E-9,343.4E-3,1.200,1.200,1.200,1.824E-6,1.707E-6,1.368E-6,353.0E-9,1.200,1.200,508.7E-9
10.35E-9,326.8E-3,1.200,1.200,1.200,5.253E-6,5.082E-6,4.549E-6,3.053E-6,1.200,1.200,2.049E-6
10.35E-9,316.6E-3,1.200,1.200,1.200,7.849E-6,7.640E-6,6.974E-6,5.158E-6,1.200,1.200,3.234E-6
10.35E-9,304.0E-3,1.200,1.200,1.200,11.39E-6,11.13E-6,10.30E-6,8.127E-6,1.200,1.200,4.894E-6
10.35E-9,294.0E-3,1.200,1.200,1.200,14.60E-6,14.31E-6,13.32E-6,10.85E-6,1.200,1.200,6.402E-6
10.35E-9,286.5E-3,1.200,1.200,1.200,17.21E-6,16.88E-6,15.78E-6,13.08E-6,1.200,1.200,7.640E-6
10.35E-9,278.2E-3,1.200,1.200,1.200,20.06E-6,19.70E-6,18.47E-6,15.57E-6,1.200,1.200,9.025E-6
10.35E-9,270.1E-3,1.200,1.200,1.200,22.90E-6,22.50E-6,21.14E-6,18.10E-6,1.200,1.200,10.42E-6
10.36E-9,263.5E-3,1.200,1.200,1.200,25.29E-6,24.86E-6,23.39E-6,20.21E-6,1.200,1.200,11.59E-6
10.36E-9,255.2E-3,1.200,1.200,1.200,28.44E-6,27.96E-6,26.35E-6,22.96E-6,1.200,1.200,13.11E-6
10.36E-9,248.0E-3,1.200,1.200,1.200,31.27E-6,30.75E-6,29.00E-6,25.39E-6,1.200,1.200,14.47E-6
10.36E-9,239.8E-3,1.200,1.200,1.200,34.54E-6,33.96E-6,32.05E-6,28.16E-6,1.200,1.200,16.05E-6
10.36E-9,227.7E-3,1.200,1.200,1.200,39.45E-6,38.78E-6,36.59E-6,32.29E-6,1.200,1.200,18.43E-6
10.36E-9,217.6E-3,1.200,1.200,1.200,43.49E-6,42.73E-6,40.28E-6,35.65E-6,1.200,1.200,20.40E-6
10.37E-9,207.2E-3,1.200,1.200,1.200,47.63E-6,46.78E-6,44.04E-6,39.10E-6,1.200,1.200,22.45E-6
10.37E-9,196.9E-3,1.200,1.200,1.200,51.69E-6,50.75E-6,47.70E-6,42.44E-6,1.200,1.200,24.44E-6
10.37E-9,185.7E-3,1.200,1.200,1.200,56.14E-6,55.08E-6,51.67E-6,46.01E-6,1.200,1.200,26.60E-6
10.37E-9,177.5E-3,1.200,1.200,1.200,59.43E-6,58.27E-6,54.59E-6,48.61E-6,1.200,1.200,28.19E-6
10.37E-9,168.9E-3,1.200,1.200,1.200,62.82E-6,61.58E-6,57.58E-6,51.25E-6,1.200,1.200,29.85E-6
10.37E-9,161.5E-3,1.200,1.200,1.200,65.64E-6,64.31E-6,60.03E-6,53.42E-6,1.200,1.200,31.24E-6
10.37E-9,152.0E-3,1.200,1.200,1.200,69.14E-6,67.70E-6,63.05E-6,56.10E-6,1.200,1.200,32.99E-6
10.38E-9,141.1E-3,1.200,1.200,1.200,72.95E-6,71.39E-6,66.30E-6,58.99E-6,1.200,1.200,34.90E-6
10.38E-9,130.4E-3,1.200,1.200,1.200,76.45E-6,74.76E-6,69.23E-6,61.60E-6,1.200,1.200,36.66E-6
10.38E-9,119.1E-3,1.200,1.200,1.200,79.91E-6,78.09E-6,72.09E-6,64.15E-6,1.200,1.200,38.39E-6
10.38E-9,105.3E-3,1.200,1.200,1.200,83.96E-6,81.99E-6,75.43E-6,67.08E-6,1.200,1.200,40.39E-6
10.38E-9,91.00E-3,1.200,1.200,1.200,87.93E-6,85.80E-6,78.69E-6,69.91E-6,1.200,1.200,42.33E-6
10.39E-9,75.90E-3,1.200,1.200,1.200,91.93E-6,89.65E-6,82.00E-6,72.76E-6,1.200,1.200,44.26E-6
10.39E-9,59.73E-3,1.200,1.200,1.200,96.09E-6,93.66E-6,85.48E-6,75.80E-6,1.200,1.200,46.27E-6
10.39E-9,44.68E-3,1.200,1.200,1.200,99.75E-6,97.21E-6,88.60E-6,78.63E-6,1.200,1.200,48.05E-6
10.39E-9,30.70E-3,1.200,1.200,1.200,102.9E-6,100.2E-6,91.32E-6,81.21E-6,1.200,1.200,49.59E-6
10.40E-9,16.33E-3,1.200,1.200,1.200,105.7E-6,103.1E-6,93.94E-6,83.78E-6,1.200,1.200,51.02E-6
10.40E-9,8.164E-3,1.200,1.200,1.200,107.2E-6,104.5E-6,95.30E-6,85.18E-6,1.200,1.200,51.75E-6
10.40E-9,0.000,1.200,1.200,1.200,108.6E-6,105.9E-6,96.58E-6,86.50E-6,1.200,1.200,52.42E-6
10.40E-9,0.000,1.200,1.200,1.200,109.8E-6,107.1E-6,97.82E-6,87.70E-6,1.200,1.200,53.02E-6
10.40E-9,0.000,1.200,1.200,1.200,110.3E-6,107.6E-6,98.25E-6,88.12E-6,1.200,1.200,53.22E-6
10.40E-9,0.000,1.200,1.200,1.200,111.0E-6,108.4E-6,99.03E-6,88.92E-6,1.200,1.200,53.60E-6
10.40E-9,0.000,1.200,1.200,1.200,112.4E-6,109.7E-6,100.4E-6,90.38E-6,1.200,1.200,54.26E-6
10.41E-9,0.000,1.200,1.200,1.200,114.0E-6,111.3E-6,102.1E-6,92.23E-6,1.200,1.200,55.02E-6
10.41E-9,0.000,1.200,1.200,1.200,115.9E-6,113.2E-6,104.1E-6,94.57E-6,1.200,1.200,55.84E-6
10.41E-9,0.000,1.200,1.200,1.200,117.5E-6,114.9E-6,106.0E-6,96.80E-6,1.200,1.200,56.51E-6
10.42E-9,0.000,1.200,1.200,1.200,118.8E-6,116.3E-6,107.7E-6,98.79E-6,1.200,1.200,57.04E-6
10.42E-9,0.000,1.200,1.200,1.200,120.1E-6,117.6E-6,109.4E-6,100.7E-6,1.200,1.200,57.53E-6
10.42E-9,0.000,1.200,1.200,1.200,121.2E-6,118.8E-6,110.9E-6,102.5E-6,1.200,1.200,57.94E-6
10.43E-9,0.000,1.200,1.200,1.200,122.1E-6,119.8E-6,112.1E-6,104.0E-6,1.200,1.200,58.23E-6
10.43E-9,0.000,1.200,1.200,1.200,122.7E-6,120.4E-6,113.0E-6,105.2E-6,1.200,1.200,58.37E-6
10.43E-9,0.000,1.200,1.200,1.200,123.3E-6,120.9E-6,113.7E-6,106.0E-6,1.200,1.200,58.46E-6
10.44E-9,0.000,1.200,1.200,1.200,124.0E-6,121.7E-6,114.6E-6,107.0E-6,1.200,1.200,58.64E-6
10.44E-9,0.000,1.200,1.200,1.200,124.6E-6,122.2E-6,115.3E-6,107.8E-6,1.200,1.200,58.83E-6
10.44E-9,0.000,1.200,1.200,1.200,125.1E-6,122.7E-6,115.9E-6,108.4E-6,1.200,1.200,59.00E-6
10.44E-9,0.000,1.200,1.200,1.200,125.6E-6,123.1E-6,116.3E-6,109.1E-6,1.200,1.200,59.19E-6
10.45E-9,0.000,1.200,1.200,1.200,125.9E-6,123.4E-6,116.7E-6,109.5E-6,1.200,1.200,59.39E-6
10.45E-9,0.000,1.200,1.200,1.200,126.3E-6,123.9E-6,117.0E-6,109.9E-6,1.200,1.200,59.61E-6
10.45E-9,0.000,1.200,1.200,1.200,127.1E-6,124.5E-6,117.3E-6,110.1E-6,1.200,1.200,59.86E-6
10.46E-9,0.000,1.200,1.200,1.200,128.9E-6,125.1E-6,117.3E-6,109.9E-6,1.200,1.200,60.00E-6
10.46E-9,0.000,1.200,1.200,1.200,131.6E-6,125.2E-6,116.7E-6,109.2E-6,1.200,1.200,59.96E-6
10.46E-9,0.000,1.200,1.200,1.200,138.0E-6,124.9E-6,115.6E-6,108.1E-6,1.200,1.200,59.89E-6
10.46E-9,0.000,1.200,1.200,1.200,151.9E-6,124.2E-6,114.3E-6,107.0E-6,1.200,1.200,59.80E-6
10.47E-9,0.000,1.200,1.200,1.200,169.8E-6,123.6E-6,113.0E-6,106.1E-6,1.200,1.200,59.64E-6
10.47E-9,0.000,1.200,1.200,1.200,193.0E-6,122.9E-6,111.7E-6,105.2E-6,1.200,1.200,59.38E-6
10.47E-9,0.000,1.200,1.200,1.200,219.5E-6,122.2E-6,110.3E-6,104.4E-6,1.200,1.200,59.05E-6
10.47E-9,0.000,1.200,1.200,1.200,236.5E-6,121.7E-6,109.4E-6,103.8E-6,1.200,1.200,58.75E-6
10.48E-9,0.000,1.200,1.200,1.200,192.3E-6,121.8E-6,109.0E-6,103.5E-6,1.200,1.200,58.54E-6
10.48E-9,0.000,1.200,1.200,1.200,52.92E-6,122.5E-6,109.4E-6,103.5E-6,1.200,1.200,58.46E-6
10.48E-9,0.000,1.200,1.200,1.200,-191.3E-6,123.6E-6,110.3E-6,103.7E-6,1.200,1.200,58.45E-6
10.49E-9,0.000,1.200,1.200,1.200,-567.0E-6,124.9E-6,112.1E-6,103.9E-6,1.200,1.200,58.45E-6
10.49E-9,0.000,1.200,1.200,1.200,-1.047E-3,126.1E-6,115.9E-6,104.1E-6,1.200,1.200,58.44E-6
10.49E-9,0.000,1.200,1.200,1.200,-1.498E-3,127.1E-6,121.5E-6,104.1E-6,1.200,1.200,58.40E-6
10.49E-9,0.000,1.200,1.200,1.200,-1.409E-3,127.3E-6,129.3E-6,103.6E-6,1.200,1.200,58.34E-6
10.50E-9,0.000,1.200,1.200,1.200,1.079E-3,126.0E-6,138.2E-6,102.4E-6,1.200,1.200,58.13E-6
10.50E-9,0.000,1.200,1.200,1.200,7.251E-3,123.2E-6,146.1E-6,100.4E-6,1.200,1.200,57.56E-6
10.51E-9,0.000,1.200,1.200,1.200,14.27E-3,120.6E-6,151.9E-6,98.76E-6,1.200,1.200,56.86E-6
10.51E-9,0.000,1.200,1.200,1.200,23.73E-3,117.6E-6,157.7E-6,96.86E-6,1.200,1.200,55.87E-6
10.51E-9,0.000,1.200,1.200,1.200,35.15E-3,114.6E-6,152.4E-6,94.85E-6,1.200,1.200,54.67E-6
10.52E-9,0.000,1.200,1.200,1.200,46.09E-3,112.3E-6,102.7E-6,93.16E-6,1.200,1.200,53.55E-6
10.52E-9,0.000,1.200,1.200,1.200,58.47E-3,110.4E-6,-62.38E-6,91.57E-6,1.200,1.200,52.40E-6
10.53E-9,0.000,1.200,1.200,1.200,70.35E-3,109.2E-6,-355.6E-6,90.36E-6,1.200,1.200,51.43E-6
10.53E-9,0.000,1.200,1.200,1.200,85.00E-3,108.6E-6,-903.2E-6,89.24E-6,1.200,1.200,50.43E-6
10.54E-9,0.000,1.200,1.200,1.200,100.4E-3,108.5E-6,-1.544E-3,88.52E-6,1.200,1.200,49.73E-6
10.54E-9,0.000,1.200,1.200,1.200,112.9E-3,107.9E-6,-1.019E-3,87.98E-6,1.200,1.200,49.51E-6
10.54E-9,0.000,1.200,1.200,1.200,123.2E-3,106.9E-6,1.651E-3,87.36E-6,1.200,1.200,49.50E-6
10.55E-9,0.000,1.200,1.200,1.200,132.3E-3,106.1E-6,6.271E-3,86.60E-6,1.200,1.200,49.47E-6
10.55E-9,0.000,1.200,1.200,1.200,141.6E-3,105.5E-6,12.90E-3,85.65E-6,1.200,1.200,49.34E-6
10.55E-9,0.000,1.200,1.200,1.200,151.0E-3,106.7E-6,20.87E-3,84.42E-6,1.200,1.200,49.18E-6
10.56E-9,0.000,1.200,1.200,1.200,160.4E-3,114.9E-6,29.63E-3,82.99E-6,1.200,1.200,49.00E-6
